filename,path,label,class_dir,site,hive_proxy,session,disease_code,native_w,native_h,native_area_px,file_size_bytes,mean_intensity_256,lab_L_native,lab_a_native,lab_b_native,lab_L_256,lab_a_256,lab_b_256,rgb_r_native,rgb_g_native,rgb_b_native,rgb_r_256,rgb_g_256,rgb_b_256,otsu_threshold,otsu_largest_area_px,otsu_largest_area_frac,otsu_circularity,otsu_aspect_ratio,md5,phash_hex
B_001_001_20230819135434_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230819135434_001_001_000_002.jpg,1,abnormal,B_001,B_001_001,B_001_001_20230819,002,1920,1080,2073600,1300651,60.453887939453125,25.31137190601549,6.102860243055545,2.4838372878086545,25.275645536534928,6.0987701416015625,2.487396240234375,70.00829957561729,56.55098910108025,56.44170235339506,69.90861511230469,56.45109558105469,56.332794189453125,48.0,1951833.5,0.9412777295524691,0.28995760265589887,1.7777777777777777,1808f4cdfa1e8010591bc86bfccc2c95,f3894e1eb0b867c1
B_001_001_20230819220209_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230819220209_001_004_000_002.jpg,1,abnormal,B_001,B_001_001,B_001_001_20230819,002,1920,1080,2073600,1155616,43.43922424316406,16.851885893246187,5.748093653549375,-10.855783661265434,16.810195025275736,5.744842529296875,-10.831985473632812,43.02790605709877,40.85912712191358,58.64136863425926,42.9349365234375,40.77616882324219,58.516937255859375,63.0,823123.0,0.3969536072530864,0.02706276314376474,1.7777777777777777,80bd340d88c5a9a481687a7a9bed2861,9d9f91333332871c
B_001_001_20230819222305_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230819222305_001_003_000_002.jpg,1,abnormal,B_001,B_001_001,B_001_001_20230819,002,1920,1080,2073600,1104992,39.750885009765625,15.614715527414669,5.628017939814811,-9.441544174382713,15.582125794653798,5.6287689208984375,-9.427459716796875,40.38216290509259,36.79430459104938,54.034569830246916,40.302947998046875,36.71598815917969,53.94224548339844,52.0,771680.0,0.37214506172839507,0.03625704847906768,1.6092592592592592,160b4b83c482b7d4c9927ae090b76e93,959fd1adce6c2640
B_001_001_20230820105422_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230820105422_001_001_000_002.jpg,1,abnormal,B_001,B_001_001,B_001_001_20230820,002,1920,1080,2073600,1342662,61.02134704589844,25.467177665819417,6.216535493827166,2.778613040123446,25.41767195159314,6.2142181396484375,2.7770233154296875,71.38815731095679,56.87782793209877,56.375564718364195,71.2679443359375,56.76356506347656,56.248321533203125,51.0,1945059.0,0.9380107060185185,0.2926980366613961,1.7777777777777777,a8a3aa6954890ccd2749c4c939ad9284,c63fb407ad02746b
B_001_001_20230820210525_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230820210525_001_004_000_002.jpg,1,abnormal,B_001,B_001_001,B_001_001_20230820,002,1920,1080,2073600,944863,35.185089111328125,13.626227759622367,7.22962046682099,-6.478225790895067,13.58554017310049,7.236663818359375,-6.478546142578125,40.06711950231482,31.004602141203705,44.768929398148146,39.979583740234375,30.914657592773438,44.67955017089844,40.0,756416.5,0.36478419174382715,0.06333580504252427,2.3850931677018634,0c9f7fc39bf368f09c925ba785cf650b,9b48b987b93cc4b2
B_001_001_20230820223303_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230820223303_001_002_000_002.jpg,1,abnormal,B_001,B_001_001,B_001_001_20230820,002,1920,1080,2073600,1126198,40.48445129394531,15.849110763132414,6.750554591049394,-10.720862268518516,15.808644014246324,6.7553558349609375,-10.709075927734375,41.60312355324074,36.95988474151235,56.544763695987655,41.51292419433594,36.86335754394531,56.44007873535156,50.0,656743.5,0.3167165798611111,0.09968082809351671,1.0333333333333334,865ab75fef763b8c7fdaf74b765d7345,d804d9f42f4b26da
B_001_001_20230820224144_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230820224144_001_003_000_002.jpg,1,abnormal,B_001,B_001_001,B_001_001_20230820,002,1920,1080,2073600,1234385,45.705902099609375,18.014871361353187,6.54164737654321,-14.133709490740742,17.970407523360908,6.53631591796875,-14.120864868164062,42.902340374228395,43.27989824459876,66.31395833333333,42.80259704589844,43.17948913574219,66.19320678710938,63.0,143643.5,0.0692725212191358,0.05083334287608427,0.7318235995232419,b8024cb6ca9be23485852ced0007bcdc,81e262229d9d7e3d
B_001_001_20230821184448_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230821184448_001_002_000_002.jpg,1,abnormal,B_001,B_001_001,B_001_001_20230821,002,1920,1080,2073600,1099612,38.16899108886719,14.870280538913095,6.990847800925934,-11.033936149691357,14.830908681832108,6.9852752685546875,-11.018142700195312,39.46239245756173,34.52201630015432,54.39788194444444,39.37126159667969,34.4346923828125,54.2935791015625,46.0,855252.5,0.41244815779320987,0.037327860031468305,1.7777777777777777,7eb8dce89dda62ecb553419804396e0e,cc38e56650d163cf
B_001_001_20230821190939_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230821190939_001_002_000_002.jpg,1,abnormal,B_001,B_001_001,B_001_001_20230821,002,1920,1080,2073600,1121464,41.78459167480469,16.234322046719925,4.272554012345665,-10.415064139660487,16.2030029296875,4.271453857421875,-10.40447998046875,39.33271267361111,40.16900318287037,57.123756269290126,39.25553894042969,40.09892272949219,57.03582763671875,63.0,1284524.5,0.6194659047067901,0.04201121910489314,1.7777777777777777,51a86ea3bc6e20e32f313407350f0257,e216384bcb0eb7b1
B_001_001_20230821194936_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230821194936_001_002_000_002.jpg,1,abnormal,B_001,B_001_001,B_001_001_20230821,002,1920,1080,2073600,1081621,36.65821838378906,14.020956449709514,5.177463831018514,-10.915399787808639,13.982496074601716,5.1814117431640625,-10.906173706054688,35.29897087191358,34.42915702160494,52.414558738425924,35.20973205566406,34.345672607421875,52.313385009765625,53.0,935887.0,0.45133439429012345,0.0353446562843042,1.7777777777777777,ab0bfa0af7752aacf193069a74702dcf,d9990723e6f9c18a
