filename,site,hive_proxy,label,lab_L_256
B_001_023_20230821194543_001_004_000_003.jpg,B_001,B_001_023,1,14.33007932176777
B_001_006_20230825133313_001_002_000_000.jpg,B_001,B_001_006,0,14.411303950291051
B_001_026_20230820211155_001_004_000_003.jpg,B_001,B_001_026,1,14.12838804955576
B_001_023_20230910090617_001_003_000_000.jpg,B_001,B_001_023,0,14.127664005055149
B_001_002_20230820214139_001_002_000_003.jpg,B_001,B_001_002,1,14.249243642769608
B_001_006_20230823135709_001_002_000_000.jpg,B_001,B_001_006,0,14.710896809895834
B_001_019_20230819220318_001_001_000_003.jpg,B_001,B_001_019,1,17.185650993795957
B_001_023_20230910154640_001_004_000_000.jpg,B_001,B_001_023,0,17.14102950750613
B_001_018_20230819182714_001_004_000_003.jpg,B_001,B_001_018,1,16.483196183746937
B_001_018_20230827151426_001_001_000_000.jpg,B_001,B_001_018,0,16.4570587756587
B_001_024_20230819191506_001_002_000_003.jpg,B_001,B_001_024,1,16.750464345894606
B_001_002_20230904140356_001_004_000_000.jpg,B_001,B_001_002,0,16.758165546492034
B_001_001_20230822205550_001_002_000_003.jpg,B_001,B_001_001,1,16.5899658203125
B_001_028_20230824110025_001_003_000_000.jpg,B_001,B_001_028,0,16.63314520143995
B_001_021_20230819223718_001_004_000_003.jpg,B_001,B_001_021,1,18.91954010608149
B_001_007_20230906083655_001_003_000_000.jpg,B_001,B_001_007,0,18.86361514820772
B_001_023_20230822183741_001_002_000_003.jpg,B_001,B_001_023,1,16.206587249157476
B_001_006_20230910115820_001_004_000_000.jpg,B_001,B_001_006,0,16.21380375880821
B_001_023_20230821222910_001_004_000_003.jpg,B_001,B_001_023,1,15.467828488817402
B_001_027_20230825112011_001_002_000_000.jpg,B_001,B_001_027,0,15.467146331188726
B_001_013_20230819190946_001_003_000_003.jpg,B_001,B_001_013,1,16.466968012791053
B_001_011_20230908163546_001_002_000_000.jpg,B_001,B_001_011,0,16.238451191023284
B_001_002_20230820200413_001_001_000_003.jpg,B_001,B_001_002,1,17.93048335056679
B_001_010_20230906091357_001_003_000_000.jpg,B_001,B_001_010,0,17.923901127833947
B_001_019_20230819222752_001_003_000_003.jpg,B_001,B_001_019,1,16.788497625612745
B_001_030_20230910104623_001_001_000_000.jpg,B_001,B_001_030,0,16.77048627068015
B_001_004_20230819203845_001_004_000_003.jpg,B_001,B_001_004,1,17.24026549096201
B_001_007_20230826090335_001_001_000_000.jpg,B_001,B_001_007,0,17.240726246553308
B_001_020_20230819190619_001_002_000_003.jpg,B_001,B_001_020,1,16.62128523284314
B_001_018_20230827151808_001_004_000_000.jpg,B_001,B_001_018,0,16.87182856541054
B_001_023_20230819183223_001_001_000_003.jpg,B_001,B_001_023,1,14.948144052542892
B_001_029_20230822113144_001_001_000_000.jpg,B_001,B_001_029,0,14.934644512101716
B_001_012_20230822202629_001_002_000_003.jpg,B_001,B_001_012,1,16.730280857460173
B_001_022_20230824102655_001_004_000_000.jpg,B_001,B_001_022,0,16.18365717869179
B_001_021_20230819185409_001_004_000_003.jpg,B_001,B_001_021,1,13.25259339575674
B_001_015_20230902112524_001_003_000_000.jpg,B_001,B_001_015,0,13.412391812193627
B_001_023_20230819212330_001_001_000_003.jpg,B_001,B_001_023,1,13.9398193359375
B_001_018_20230826103249_001_003_000_000.jpg,B_001,B_001_018,0,13.071241191789216
B_001_023_20230821210255_001_004_000_003.jpg,B_001,B_001_023,1,18.191217160692403
B_001_015_20230909145357_001_002_000_000.jpg,B_001,B_001_015,0,18.154841404335173
B_001_012_20230821185940_001_002_000_003.jpg,B_001,B_001_012,1,16.668665268841913
B_001_006_20230824083226_001_002_000_000.jpg,B_001,B_001_006,0,16.13702512254902
B_001_024_20230820185201_001_002_000_003.jpg,B_001,B_001_024,1,19.582471660539216
B_001_003_20230823082924_001_002_000_000.jpg,B_001,B_001_003,0,19.6577543370864
B_001_027_20230821213501_001_004_000_003.jpg,B_001,B_001_027,1,17.66125248927696
B_001_006_20230904143746_001_004_000_000.jpg,B_001,B_001_006,0,17.726141237745097
B_001_023_20230822193717_001_003_000_003.jpg,B_001,B_001_023,1,16.383924297257966
B_001_005_20230827132449_001_003_000_000.jpg,B_001,B_001_005,0,16.0791015625
B_001_019_20230819202026_001_004_000_003.jpg,B_001,B_001_019,1,16.57681334252451
B_001_022_20230826154804_001_003_000_000.jpg,B_001,B_001_022,0,17.293599446614582
B_001_004_20230820201508_001_004_000_003.jpg,B_001,B_001_004,1,16.820612888710173
B_001_013_20230910142250_001_004_000_000.jpg,B_001,B_001_013,0,17.30951047411152
B_001_028_20230821115455_001_002_000_003.jpg,B_001,B_001_028,1,19.30465399050245
