filename,path,label,class_dir,group,site,session,fold,role
B_001_001_20230819135434_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230819135434_001_001_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230819,0,val
B_001_001_20230819220209_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230819220209_001_004_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230819,0,test
B_001_001_20230819222305_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230819222305_001_003_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230819,0,train
B_001_001_20230820105422_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230820105422_001_001_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230820,0,test
B_001_001_20230820210525_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230820210525_001_004_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230820,0,test
B_001_001_20230820223303_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230820223303_001_002_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230820,0,train
B_001_001_20230820224144_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230820224144_001_003_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230820,0,train
B_001_001_20230821184448_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230821184448_001_002_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230821,0,test
B_001_001_20230821190939_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230821190939_001_002_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230821,0,test
B_001_001_20230821194936_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230821194936_001_002_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230821,0,val
B_001_001_20230822191706_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230822191706_001_004_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230822,0,test
B_001_001_20230822201430_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230822201430_001_003_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230822,0,train
B_001_001_20230822210437_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230822210437_001_003_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230822,0,train
B_001_001_20230830163519_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_001_20230830163519_001_004_000_002.jpg,1,abnormal,B_001_001,B_001,B_001_001_20230830,0,test
B_001_002_20230819190801_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230819190801_001_001_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230819,0,train
B_001_002_20230819193114_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230819193114_001_002_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230819,0,train
B_001_002_20230819194252_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230819194252_001_004_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230819,0,train
B_001_002_20230819203632_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230819203632_001_004_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230819,0,test
B_001_002_20230819210113_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230819210113_001_002_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230819,0,train
B_001_002_20230820180415_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230820180415_001_001_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230820,0,train
B_001_002_20230820180415_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230820180415_001_004_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230820,0,val
B_001_002_20230820181932_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230820181932_001_002_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230820,0,train
B_001_002_20230820185339_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230820185339_001_002_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230820,0,train
B_001_002_20230820193759_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230820193759_001_002_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230820,0,train
B_001_002_20230820194437_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230820194437_001_001_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230820,0,test
B_001_002_20230820204728_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230820204728_001_004_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230820,0,train
B_001_002_20230820212210_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230820212210_001_002_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230820,0,train
B_001_002_20230820212926_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230820212926_001_001_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230820,0,train
B_001_002_20230820225111_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230820225111_001_002_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230820,0,test
B_001_002_20230821181638_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230821181638_001_004_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230821,0,val
B_001_002_20230821202452_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230821202452_001_002_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230821,0,train
B_001_002_20230821210430_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230821210430_001_001_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230821,0,train
B_001_002_20230821212535_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230821212535_001_004_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230821,0,train
B_001_002_20230821212747_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230821212747_001_003_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230821,0,train
B_001_002_20230821215934_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230821215934_001_002_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230821,0,test
B_001_002_20230821221916_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230821221916_001_001_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230821,0,train
B_001_002_20230821223720_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230821223720_001_001_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230821,0,val
B_001_002_20230821225652_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230821225652_001_003_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230821,0,test
B_001_002_20230822183710_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230822183710_001_003_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230822,0,train
B_001_002_20230822190022_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230822190022_001_001_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230822,0,test
B_001_002_20230822191026_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230822191026_001_001_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230822,0,train
B_001_002_20230822195031_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230822195031_001_002_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230822,0,test
B_001_002_20230822203450_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230822203450_001_001_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230822,0,val
B_001_002_20230824191156_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230824191156_001_003_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230824,0,train
B_001_002_20230824195644_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230824195644_001_001_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230824,0,test
B_001_002_20230824215538_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230824215538_001_001_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230824,0,test
B_001_002_20230824225802_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230824225802_001_003_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230824,0,test
B_001_002_20230825131128_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230825131128_001_004_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230825,0,test
B_001_002_20230825191739_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230825191739_001_003_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230825,0,train
B_001_002_20230828131606_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_002_20230828131606_001_003_000_002.jpg,1,abnormal,B_001_002,B_001,B_001_002_20230828,0,test
B_001_003_20230819200357_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230819200357_001_002_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230819,0,test
B_001_003_20230819203047_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230819203047_001_003_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230819,0,train
B_001_003_20230819212512_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230819212512_001_004_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230819,0,test
B_001_003_20230820194814_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230820194814_001_002_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230820,0,train
B_001_003_20230820204854_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230820204854_001_004_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230820,0,train
B_001_003_20230820211458_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230820211458_001_003_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230820,0,test
B_001_003_20230821183911_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230821183911_001_002_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230821,0,test
B_001_003_20230821190521_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230821190521_001_003_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230821,0,test
B_001_003_20230821191912_001_004_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230821191912_001_004_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230821,0,train
B_001_003_20230821200315_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230821200315_001_001_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230821,0,test
B_001_003_20230821203000_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230821203000_001_002_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230821,0,val
B_001_003_20230821210058_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230821210058_001_001_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230821,0,train
B_001_003_20230821213256_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230821213256_001_001_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230821,0,train
B_001_003_20230821220019_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230821220019_001_003_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230821,0,val
B_001_003_20230821224603_001_001_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230821224603_001_001_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230821,0,test
B_001_003_20230822205805_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230822205805_001_003_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230822,0,test
B_001_003_20230824191116_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230824191116_001_002_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230824,0,train
B_001_003_20230825181544_001_003_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230825181544_001_003_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230825,0,test
B_001_003_20230825192330_001_002_000_002.jpg,./data/you_chalk_brood/abnormal/B_001_003_20230825192330_001_002_000_002.jpg,1,abnormal,B_001_003,B_001,B_001_003_20230825,0,train
